Date,Close,Volume
8/21/2024,2968.44,"5,020,104,816.55"
8/22/2024,2974.46,"5,200,753,868.02"
8/25/2024,2894.57,"5,636,548,038.26"
8/27/2024,2782.6,"6,179,855,209.52"
8/28/2024,2786.4,"7,735,195,094.63"
8/29/2024,2749.57,"7,464,177,704.29"
9/1/2024,2695.93,"6,161,894,734.55"
9/2/2024,2823.25,"6,918,983,507.82"
9/3/2024,2830.16,"10,210,142,308.44"
9/4/2024,2739.46,"8,537,581,254.96"
9/5/2024,2727.36,"7,631,375,952.79"
9/8/2024,2701.9,"9,333,988,481.84"
9/9/2024,2646.03,"10,822,449,402.92"
9/10/2024,2632.94,"13,075,004,920.34"
9/11/2024,2610.21,"15,988,911,994.36"
9/12/2024,2688.38,"16,441,354,408.52"
9/15/2024,2637.79,"18,529,322,885.93"
9/16/2024,2580.76,"19,360,873,034.29"
9/18/2024,2576.76,"26,577,438,237.51"
9/22/2024,2588.35,"18,490,428,794.07"
9/23/2024,2529.33,"19,575,270,557.67"
9/24/2024,2470.39,"20,085,367,293.76"
9/25/2024,2519.57,"16,327,115,238.99"
9/26/2024,2486.76,"21,464,994,133.02"
9/29/2024,2464.4,"16,592,105,455.17"
9/30/2024,2508.86,"14,034,839,880.49"
10/1/2024,2623.56,"9,419,165,807.84"
10/2/2024,2597.49,"8,172,143,326.07"
10/6/2024,2653.58,"11,416,428,467.00"
10/7/2024,2690.72,"9,682,488,739.83"
10/8/2024,2663.32,"7,451,877,102.10"
10/9/2024,2668.17,"6,574,166,814.73"
10/15/2024,2699.66,"8,377,327,147.78"
10/16/2024,2742.88,"9,500,003,268.96"
10/17/2024,2745.36,"9,645,550,680.17"
10/20/2024,2697.91,"9,744,843,375.86"
10/21/2024,2639.92,"7,033,050,286.61"
10/22/2024,2665.81,"6,387,207,015.18"
10/23/2024,2645.39,"7,121,736,114.18"
10/24/2024,2627.14,"7,780,242,243.42"
10/27/2024,2617.95,"5,942,852,256.21"
10/28/2024,2645.36,"5,767,895,001.15"
10/29/2024,2692.05,"6,471,952,678.00"
10/30/2024,2677.62,"9,145,858,510.44"
11/5/2024,2677.4,"11,231,489,964.80"
11/6/2024,2675.51,"9,085,886,877.10"
11/10/2024,2738.06,"7,653,249,312.89"
11/11/2024,2760.21,"13,186,945,742.16"
11/12/2024,2748.96,"11,443,272,636.94"
11/13/2024,2734.83,"12,515,308,961.61"
11/14/2024,2748.78,"9,907,005,575.08"
11/17/2024,2753.76,"10,160,981,076.17"
11/19/2024,2702.65,"8,689,350,319.62"
11/20/2024,2711.75,"45,136,965.00"
11/21/2024,2680.44,"7,970,886,663.46"
11/24/2024,2667.4,"5,163,334,522.54"
11/25/2024,2683.24,"6,679,561,324.54"
11/26/2024,2716.66,"9,226,322,933.09"
11/27/2024,2755.47,"8,586,004,334.25"
11/28/2024,2748.05,"6,527,839,581.54"
12/1/2024,2738.06,"7,585,022,590.92"
12/2/2024,2758.04,"7,609,542,212.00"
12/3/2024,2775.85,"9,822,070,682.42"
12/4/2024,2750.87,"10,698,651,680.70"
12/5/2024,2734.93,"7,312,790,196.17"
12/8/2024,2689,"7,358,855,085.18"
12/9/2024,2676.15,"8,509,221,312.61"
12/10/2024,2669.82,"7,083,348,240.63"
12/11/2024,2715.71,"8,736,570,105.44"
12/12/2024,2682.29,"9,634,812,612.57"
12/16/2024,2630.91,"10,202,701,344.00"
12/17/2024,2633.87,"11,650,017,851.57"
12/18/2024,2628.26,"10,518,406,352.64"
12/19/2024,2596.82,"8,747,668,846.35"
12/22/2024,2583.29,"7,634,193,693.73"
12/23/2024,2612.2,"9,245,583,315.99"
12/24/2024,2626.31,"9,374,122,655.90"
12/26/2024,2630.71,"7,575,206,278.35"
12/29/2024,2609.58,"8,912,843,919.70"
12/31/2024,2576.5,"10,875,991,144.35"
1/1/2025,2581.6,"7,879,381,268.28"
1/2/2025,2586.23,"7,575,517,246.76"
1/5/2025,2591.56,"8,321,282,188.84"
1/6/2025,2640.68,"8,775,720,293.64"
1/7/2025,2646.84,"8,433,589,785.29"
1/8/2025,2653.38,"10,797,363,282.32"
1/9/2025,2635.09,"7,265,122,241.80"
1/12/2025,2609.67,"8,544,357,887.81"
1/13/2025,2594.13,"6,280,296,245.03"
1/15/2025,2595.96,"5,637,981,250.23"
1/16/2025,2588.62,"4,484,619,740.83"
1/19/2025,2601.21,"5,309,568,997.49"
1/20/2025,2607.99,"5,658,973,766.40"
1/21/2025,2613.08,"7,844,642,487.27"
1/22/2025,2665.45,"5,444,435,901.36"
1/23/2025,2654.35,"5,797,791,700.14"
1/26/2025,2643.93,"7,568,226,197.37"
1/27/2025,2633.32,"5,223,083,340.93"
1/28/2025,2657.77,"4,204,408,894.90"
2/2/2025,2727.58,"5,180,718,708.10"
2/3/2025,2730,"4,483,599,004.49"
2/4/2025,2715.91,"6,320,141,365.60"
2/5/2025,2711.45,"4,561,311,282.77"
2/6/2025,2699.81,"5,143,997,643.36"
2/9/2025,2688.31,"4,346,632,263.57"
2/10/2025,2677.32,"5,408,314,075.31"
2/11/2025,2683.86,"6,836,640,407.59"
2/12/2025,2685.73,"8,235,268,755.31"
2/13/2025,2678.47,"8,391,149,050.00"
2/16/2025,2698.03,"8,378,055,057.57"
2/17/2025,2727.91,"10,093,654,129.61"
2/18/2025,2739.82,"10,101,817,681.95"
2/20/2025,2743.74,"10,972,654,473.07"
2/23/2025,2755.4,"12,946,493,939.18"
2/24/2025,2758.75,"14,284,510,595.52"
2/25/2025,2765.88,"14,250,475,736.95"
2/27/2025,2815.04,"11,392,401,815.91"
3/2/2025,2890.28,"9,909,386,227.97"
3/3/2025,2876.66,"11,085,464,758.61"
3/4/2025,2846.3,"11,548,337,612.87"
3/5/2025,2821.13,"8,627,687,599.86"
3/6/2025,2818.43,"10,437,006,214.82"
3/9/2025,2772.1,"10,049,654,832.64"
3/10/2025,2751.42,"9,470,308,266.50"
3/11/2025,2719.2,"7,921,300,982.67"
3/12/2025,2736.48,"8,717,847,062.68"
3/16/2025,2714.85,"7,246,221,260.29"
3/17/2025,2704.7,"6,960,292,235.03"
3/18/2025,2697.04,"8,398,660,628.97"
3/19/2025,2682.15,"9,247,375,287.27"
3/20/2025,2669.31,"8,958,007,305.37"
3/23/2025,2614.68,"8,919,697,775.36"
3/24/2025,2640.78,"11,875,967,538.34"
3/25/2025,2582.73,"12,955,764,136.99"
3/26/2025,2621.86,"9,402,678,033.94"
3/27/2025,2663.3,"8,924,065,888.67"
3/30/2025,2693.12,"9,128,673,514.80"
4/1/2025,2676.17,"7,857,792,326.04"
4/2/2025,2700.04,"9,203,088,349.68"
4/3/2025,2703.39,"6,190,141,891.18"
4/7/2025,2670.06,"6,570,477,886.37"
4/8/2025,2666.61,"6,257,235,624.30"
4/9/2025,2676.28,"5,933,711,674.74"
4/10/2025,2670.7,"5,824,904,134.70"
4/13/2025,2662.08,"6,650,883,103.54"
4/15/2025,2689.22,"3,997,909,323.87"
4/16/2025,2696.23,"7,305,342,581.67"
4/17/2025,2722.73,"6,407,614,174.11"
4/20/2025,2706.04,"5,384,672,295.67"
4/21/2025,2698.28,"6,305,431,854.50"
4/22/2025,2688.32,"4,860,201,974.98"
4/23/2025,2655.94,"4,603,282,379.17"
4/24/2025,2658.02,"3,597,445,334.37"
4/27/2025,2661.6,"5,674,686,091.49"
4/28/2025,2647.07,"5,474,868,764.77"
4/29/2025,2631.98,"5,329,274,454.77"
4/30/2025,2623.83,"5,202,263,038.57"
5/4/2025,2620.39,"4,430,024,603.33"
5/5/2025,2610.4,"4,518,385,107.17"
5/6/2025,2611.43,"4,760,267,483.48"
5/7/2025,2673.69,"4,270,082,575.91"
5/8/2025,2661.64,"4,343,234,740.52"
5/11/2025,2649.11,"5,935,604,847.04"
5/13/2025,2634.23,"6,144,065,744.00"
5/14/2025,2620.27,"5,050,654,450.10"
5/15/2025,2611.85,"4,413,320,290.81"
5/18/2025,2609.05,"5,629,945,822.09"
5/19/2025,2628.36,"7,460,304,999.55"
5/20/2025,2677.45,"8,369,687,402.72"
5/21/2025,2669.51,"9,132,468,906.77"
5/22/2025,2688.55,"8,521,219,299.67"
5/25/2025,2679.98,"10,541,746,564.07"
5/26/2025,2674.76,"8,832,225,892.82"
5/27/2025,2675.62,"8,545,525,373.13"
5/28/2025,2693.06,"9,312,934,840.36"
6/2/2025,2694.66,"7,449,898,987.89"
6/3/2025,2658.93,"6,345,809,597.84"
6/4/2025,2646.95,"7,728,861,250.73"
6/5/2025,2640.96,"8,257,643,886.83"
6/8/2025,2629.89,"7,092,879,946.39"
6/9/2025,2653.09,"10,468,320,521.90"
6/10/2025,2678.17,"11,726,756,904.61"
6/11/2025,2664.47,"10,320,331,436.20"
6/12/2025,2655.38,"7,911,976,449.08"
6/15/2025,2655.85,"7,859,740,798.91"
6/16/2025,2658.66,"11,315,207,127.09"
6/17/2025,2654.75,"9,771,124,073.55"
6/18/2025,2653.68,"5,222,486,851.24"
6/19/2025,2628.91,"4,205,505,237.61"
6/22/2025,2595.97,"5,953,950,787.59"
6/23/2025,2600.76,"6,128,264,580.33"
6/24/2025,2600.53,"5,344,800,912.48"
6/25/2025,2600.2,"4,732,487,864.93"
6/26/2025,2595.74,"5,419,104,157.29"
6/29/2025,2622.28,"6,278,951,853.73"
6/30/2025,2631.48,"4,171,665,619.70"
7/1/2025,2660.39,"5,900,791,044.48"
7/2/2025,2694.82,"8,180,262,572.12"
7/3/2025,2703.96,"7,192,792,166.86"
7/6/2025,2706.36,"5,660,237,737.60"
7/7/2025,2684.01,"3,062,337,799.24"
7/8/2025,2683.86,"3,761,512,706.84"
7/9/2025,2705.9,"4,593,727,244.34"
7/10/2025,2731.8,"7,095,953,027.17"
7/13/2025,2760.8,"6,138,206,705.70"
7/14/2025,2725.71,"6,778,195,881.11"
7/15/2025,2760.17,"7,616,522,258.00"
7/16/2025,2794.78,"3,715,359,935.12"
7/17/2025,2870.63,"4,050,658,036.94"
7/20/2025,2870.95,"4,841,407,720.14"
7/21/2025,2892.72,"4,813,223,004.49"
7/22/2025,2973.7,"5,689,561,356.69"
7/23/2025,2978.88,"5,660,302,683.50"
7/24/2025,2982.64,"5,092,948,690.69"
7/27/2025,2964.2,"5,669,194,961.88"
7/28/2025,2971.31,"7,361,988,383.74"
7/29/2025,3002.07,"10,339,235,957.45"
7/30/2025,2954.14,"8,169,274,612.81"
7/31/2025,2922.63,"6,851,179,051.18"
8/3/2025,2858.9,"7,245,568,421.39"
8/4/2025,2875.36,"9,439,106,425.54"
8/5/2025,2834,"10,122,408,249.12"
8/6/2025,2832.06,"9,651,513,246.31"
8/7/2025,2850.37,"12,925,688,215.22"
8/11/2025,2822.46,"13,577,105,289.17"
8/12/2025,2796.24,"13,104,631,802.67"
8/13/2025,2785.74,"10,517,682,349.32"
8/14/2025,2788.36,"12,243,601,365.90"
8/17/2025,2761.22,"13,727,368,393.64"
8/18/2025,2770.39,"18,649,533,170.35"
8/19/2025,2776.9,"19,740,593,800.64"
8/20/2025,2767.2,"19,160,652,085.56"
8/21/2025,2757.97,"18,906,373,792.01"
